date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:57:13	97184/97184	---M--	200	added ('OK')	application/javascript	etag:%2217ba0-5337cfef53f80%22	http://localhost/drch/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-includes/js/jquery/jqueryb8ff.js	(from http://localhost/drch/)
18:57:15	78584/78584	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:57:08%20GMT	http://localhost/drch/%d8%af-%d8%b9%d9%84%d9%8a%d9%88%d8%a9-%d9%81%d9%89-%d8%b3%d8%b7%d9%88%d8%b1/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/%d8%af-%d8%b9%d9%84%d9%8a%d9%88%d8%a9-%d9%81%d9%89-%d8%b3%d8%b7%d9%88%d8%b1/index.html	(from http://localhost/drch/)
18:57:18	78379/78379	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:57:12%20GMT	http://localhost/drch/%d9%85%d9%86-%d9%86%d8%ad%d9%86/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/%d9%85%d9%86-%d9%86%d8%ad%d9%86/index.html	(from http://localhost/drch/)
18:57:21	21964/21964	---M--	200	added ('OK')	image/jpeg	etag:%2255cc-56a5fc3b39441%22	http://localhost/drch/wp-content/uploads/2018/04/8211-5-5-2013-Gxnyqv1iQ1I.jpg	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-content/uploads/2018/04/8211-5-5-2013-Gxnyqv1iQ1I.jpg	(from http://localhost/drch/)
18:57:22	78595/78595	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:57:15%20GMT	http://localhost/drch/%d8%ae%d8%b1%d9%8a%d8%b7%d8%a9-%d8%a7%d9%84%d9%85%d9%88%d9%82%d8%b9/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/%d8%ae%d8%b1%d9%8a%d8%b7%d8%a9-%d8%a7%d9%84%d9%85%d9%88%d9%82%d8%b9/index.html	(from http://localhost/drch/)
18:57:23	9823/9823	---M--	200	added ('OK')	image/jpeg	etag:%22265f-56a5fc3a572ee%22	http://localhost/drch/wp-content/uploads/2018/04/im545be5bOI.jpg	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-content/uploads/2018/04/im545be5bOI.jpg	(from http://localhost/drch/)
18:57:23	27636/27636	---M--	200	added ('OK')	image/jpeg	etag:%226bf4-56a5fc3abfebd%22	http://localhost/drch/wp-content/uploads/2018/04/23-10-2012-hhsS-3blXtQ.jpg	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-content/uploads/2018/04/23-10-2012-hhsS-3blXtQ.jpg	(from http://localhost/drch/)
18:57:25	102385/102385	---MC-	200	added ('OK')	application/json	date:Sun,%2022%20Apr%202018%2016:57:02%20GMT	http://localhost/drch/wp-json/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-json/index.html	(from http://localhost/drch/)
18:57:27	78536/78536	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:57:22%20GMT	http://localhost/drch/%d8%af%d9%84%d9%8a%d9%84-%d8%a7%d9%84%d9%85%d9%88%d8%a7%d9%82%d8%b9/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/%d8%af%d9%84%d9%8a%d9%84-%d8%a7%d9%84%d9%85%d9%88%d8%a7%d9%82%d8%b9/index.html	(from http://localhost/drch/)
18:57:28	17325/17325	---M--	200	added ('OK')	image/jpeg	etag:%2243ad-56a5fc38d8d53%22	http://localhost/drch/wp-content/uploads/2018/04/8211-8211-5-5-2013-2B_UX8j5ulk.jpg	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-content/uploads/2018/04/8211-8211-5-5-2013-2B_UX8j5ulk.jpg	(from http://localhost/drch/)
18:57:34	99684/99684	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:57:26%20GMT	http://localhost/drch/category/%d8%ae%d8%af%d9%85%d8%a7%d8%aa-%d8%b9%d9%8a%d8%a7%d8%af%d8%a9-%d8%af-%d8%ae%d8%a7%d9%84%d8%af-%d8%b9%d9%84%d9%8a%d9%88%d8%a9/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/category/%d8%ae%d8%af%d9%85%d8%a7%d8%aa-%d8%b9%d9%8a%d8%a7%d8%af%d8%a9-%d8%af-%d8%ae%d8%a7%d9%84%d8%af-%d8%b9%d9%84%d9%8a%d9%88%d8%a9/index.html	(from http://localhost/drch/)
18:57:35	15712/15712	---M--	200	added ('OK')	image/jpeg	etag:%223d60-56a5fc3883227%22	http://localhost/drch/wp-content/uploads/2018/04/8211-8211-31-3-2013-oVKdWVAi44M.jpg	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-content/uploads/2018/04/8211-8211-31-3-2013-oVKdWVAi44M.jpg	(from http://localhost/drch/)
18:57:35	14800/14800	---MC-	200	added ('OK')	application/rss+xml	etag:%2206c962621b1ea5b0b16be68db00c3ffd%22	http://localhost/drch/feed/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/feed/index.html	(from http://localhost/drch/)
18:57:38	99654/99654	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:57:28%20GMT	http://localhost/drch/category/%d8%a7%d9%84%d8%ac%d8%b1%d8%a7%d8%ad%d8%a7%d8%aa-%d8%a7%d9%84%d8%aa%d9%86%d8%a7%d8%b3%d9%84%d9%8a%d8%a9/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/category/%d8%a7%d9%84%d8%ac%d8%b1%d8%a7%d8%ad%d8%a7%d8%aa-%d8%a7%d9%84%d8%aa%d9%86%d8%a7%d8%b3%d9%84%d9%8a%d8%a9/index.html	(from http://localhost/drch/)
18:57:44	99588/99588	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:57:35%20GMT	http://localhost/drch/category/%d8%b6%d8%b9%d9%81-%d8%ae%d8%b5%d9%88%d8%a8%d8%a9-%d8%a7%d9%84%d8%b1%d8%ac%d8%a7%d9%84/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/category/%d8%b6%d8%b9%d9%81-%d8%ae%d8%b5%d9%88%d8%a8%d8%a9-%d8%a7%d9%84%d8%b1%d8%ac%d8%a7%d9%84/index.html	(from http://localhost/drch/)
18:57:46	3601/3601	---M--	200	added ('OK')	image/jpeg	etag:%22e11-56a5fc21518a4%22	http://localhost/drch/wp-content/uploads/2018/04/10406345_720137501355228_98745735164518784_n-100x100.jpg	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-content/uploads/2018/04/10406345_720137501355228_98745735164518784_n-100x100.jpg	(from http://localhost/drch/)
18:57:47	99941/99941	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:57:38%20GMT	http://localhost/drch/category/%d9%85%d9%86%d8%b8%d9%88%d9%85%d8%a9-%d8%af-%d8%b9%d9%84%d9%8a%d9%88%d8%a9-%d9%84%d9%84%d8%b7%d8%a8-%d8%a7%d9%84%d8%ac%d9%86%d8%b3%d9%8a-%d9%88%d8%a7%d9%84%d8%b5%d8%ad%d8%a9-%d8%a7%d9%84%d8%aa%d9%86/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/category/%d9%85%d9%86%d8%b8%d9%88%d9%85%d8%a9-%d8%af-%d8%b9%d9%84%d9%8a%d9%88%d8%a9-%d9%84%d9%84%d8%b7%d8%a8-%d8%a7%d9%84%d8%ac%d9%86%d8%b3%d9%8a-%d9%88%d8%a7%d9%84%d8%b5%d8%ad%d8%a9-%d8%a7%d9%84%d8%aa%d9%86/index.html	(from http://localhost/drch/)
18:57:47	31563/31563	---M--	200	added ('OK')	image/jpeg	etag:%227b4b-56a5fc211b94e%22	http://localhost/drch/wp-content/uploads/2018/04/10406345_720137501355228_98745735164518784_n.jpg	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-content/uploads/2018/04/10406345_720137501355228_98745735164518784_n.jpg	(from http://localhost/drch/)
18:57:47	48955/48955	---M--	200	added ('OK')	image/jpeg	etag:%22bf3b-56a5fc2abb585%22	http://localhost/drch/wp-content/uploads/2018/04/10687145_720137531355225_2224204649388554509_n.jpg	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-content/uploads/2018/04/10687145_720137531355225_2224204649388554509_n.jpg	(from http://localhost/drch/)
18:57:47	4598/4598	---M--	200	added ('OK')	image/jpeg	etag:%2211f6-56a5fc22dbd95%22	http://localhost/drch/wp-content/uploads/2018/04/10647076_720137741355204_2021437409676576151_n-100x100.jpg	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-content/uploads/2018/04/10647076_720137741355204_2021437409676576151_n-100x100.jpg	(from http://localhost/drch/)
18:57:48	3957/3957	---M--	200	added ('OK')	image/jpeg	etag:%22f75-56a5fc2a5c203%22	http://localhost/drch/wp-content/uploads/2018/04/10650063_720137554688556_3604228551700062961_n-100x100.jpg	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-content/uploads/2018/04/10650063_720137554688556_3604228551700062961_n-100x100.jpg	(from http://localhost/drch/)
18:57:58	99695/99695	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:57:46%20GMT	http://localhost/drch/category/%d8%a7%d9%84%d8%b5%d8%ad%d8%a9-%d9%88%d8%a7%d9%84%d8%ab%d9%82%d8%a7%d9%81%d8%a9-%d8%a7%d9%84%d8%b2%d9%88%d8%ac%d9%8a%d8%a9/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/category/%d8%a7%d9%84%d8%b5%d8%ad%d8%a9-%d9%88%d8%a7%d9%84%d8%ab%d9%82%d8%a7%d9%81%d8%a9-%d8%a7%d9%84%d8%b2%d9%88%d8%ac%d9%8a%d8%a9/index.html	(from http://localhost/drch/)
18:58:02	91066/91066	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:57:48%20GMT	http://localhost/drch/category/%d9%85%d9%83%d8%aa%d8%a8%d8%a9-%d8%a7%d9%84%d9%81%d9%8a%d8%af%d9%8a%d9%88-%d9%88%d8%a7%d9%84%d8%a8%d8%b1%d8%a7%d9%85%d8%ac-%d8%a7%d9%84%d8%aa%d9%84%d9%8a%d9%81%d8%b2%d9%8a%d9%88%d9%86%d9%8a%d8%a9/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/category/%d9%85%d9%83%d8%aa%d8%a8%d8%a9-%d8%a7%d9%84%d9%81%d9%8a%d8%af%d9%8a%d9%88-%d9%88%d8%a7%d9%84%d8%a8%d8%b1%d8%a7%d9%85%d8%ac-%d8%a7%d9%84%d8%aa%d9%84%d9%8a%d9%81%d8%b2%d9%8a%d9%88%d9%86%d9%8a%d8%a9/index.html	(from http://localhost/drch/)
18:58:02	5524/5524	---M--	200	added ('OK')	image/png	etag:%221594-56a5fc3c77a4a%22	http://localhost/drch/wp-content/uploads/2018/04/WP_300x250.png	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-content/uploads/2018/04/WP_300x250.png	(from http://localhost/drch/)
18:58:02	99659/99659	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:57:47%20GMT	http://localhost/drch/category/%d8%a7%d9%84%d8%af%d8%b9%d9%85-%d8%a7%d9%84%d9%86%d9%81%d8%b3%d9%8a-%d9%88%d8%a7%d9%84%d8%b1%d9%88%d8%ad%d9%89/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/category/%d8%a7%d9%84%d8%af%d8%b9%d9%85-%d8%a7%d9%84%d9%86%d9%81%d8%b3%d9%8a-%d9%88%d8%a7%d9%84%d8%b1%d9%88%d8%ad%d9%89/index.html	(from http://localhost/drch/)
18:58:03	99504/99504	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:57:48%20GMT	http://localhost/drch/category/%d8%a7%d9%84%d8%aa%d8%b9%d9%84%d9%8a%d9%85-%d8%a7%d9%84%d8%b7%d8%a8%d9%8a/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/category/%d8%a7%d9%84%d8%aa%d8%b9%d9%84%d9%8a%d9%85-%d8%a7%d9%84%d8%b7%d8%a8%d9%8a/index.html	(from http://localhost/drch/)
18:58:03	3601/3601	---M--	200	added ('OK')	image/jpeg	etag:%22e11-56a5fc27d3299%22	http://localhost/drch/wp-content/uploads/2018/04/10406345_720137501355228_98745735164518784_n-1-100x100.jpg	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-content/uploads/2018/04/10406345_720137501355228_98745735164518784_n-1-100x100.jpg	(from http://localhost/drch/)
18:58:15	99641/99641	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:58:02%20GMT	http://localhost/drch/category/%d8%af%d9%88%d8%b1%d8%a7%d8%aa-%d9%88%d9%85%d8%ad%d8%a7%d8%b6%d8%b1%d8%a7%d8%aa-%d8%b7%d8%a8%d9%8a%d8%a9/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/category/%d8%af%d9%88%d8%b1%d8%a7%d8%aa-%d9%88%d9%85%d8%ad%d8%a7%d8%b6%d8%b1%d8%a7%d8%aa-%d8%b7%d8%a8%d9%8a%d8%a9/index.html	(from http://localhost/drch/)
18:58:16	99623/99623	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:58:02%20GMT	http://localhost/drch/category/%d8%af%d9%88%d8%b1%d8%a7%d8%aa-%d8%b9%d8%a8%d8%b1-%d8%a7%d9%84%d8%a5%d9%86%d8%aa%d8%b1%d9%86%d8%aa/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/category/%d8%af%d9%88%d8%b1%d8%a7%d8%aa-%d8%b9%d8%a8%d8%b1-%d8%a7%d9%84%d8%a5%d9%86%d8%aa%d8%b1%d9%86%d8%aa/index.html	(from http://localhost/drch/)
18:58:16	11232/11232	---M--	200	added ('OK')	text/css	etag:%222be0-557d3a431db00%22	http://localhost/drch/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.6-78496d1	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-includes/js/mediaelement/mediaelementplayer-legacy.min45a0.css	(from http://localhost/drch/)
18:58:17	99647/99647	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:58:03%20GMT	http://localhost/drch/category/%d8%b4%d8%a7%d8%b1%d9%83-%d9%81%d9%89-%d8%a7%d9%84%d8%a8%d8%ad%d8%ab-%d8%a7%d9%84%d8%b9%d9%84%d9%85%d9%89/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/category/%d8%b4%d8%a7%d8%b1%d9%83-%d9%81%d9%89-%d8%a7%d9%84%d8%a8%d8%ad%d8%ab-%d8%a7%d9%84%d8%b9%d9%84%d9%85%d9%89/index.html	(from http://localhost/drch/)
18:58:17	99529/99529	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:58:03%20GMT	http://localhost/drch/category/%d9%85%d8%a4%d8%aa%d9%85%d8%b1%d8%a7%d8%aa-%d8%b7%d8%a8%d9%8a%d8%a9/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/category/%d9%85%d8%a4%d8%aa%d9%85%d8%b1%d8%a7%d8%aa-%d8%b7%d8%a8%d9%8a%d8%a9/index.html	(from http://localhost/drch/)
18:58:17	4068/4068	---M--	200	added ('OK')	text/css	etag:%22fe4-55bb0542a8e00%22	http://localhost/drch/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=4.9.5	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-includes/js/mediaelement/wp-mediaelement.min55fe.css	(from http://localhost/drch/)
18:58:28	99451/99451	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:58:16%20GMT	http://localhost/drch/category/%d8%b1%d9%88%d8%a7%d8%a8%d8%b7-%d8%b9%d8%a7%d9%85%d8%a9/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/category/%d8%b1%d9%88%d8%a7%d8%a8%d8%b7-%d8%b9%d8%a7%d9%85%d8%a9/index.html	(from http://localhost/drch/)
18:58:30	99768/99768	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:58:16%20GMT	http://localhost/drch/category/%d9%85%d9%86%d8%aa%d8%af%d9%8a%d8%a7%d8%aa-%d8%a7%d9%84%d8%a3%d8%b7%d8%a8%d8%a7%d8%a1-%d9%88%d8%a7%d9%84%d9%85%d8%aa%d8%ae%d8%b5%d8%b5%d9%8a%d9%86/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/category/%d9%85%d9%86%d8%aa%d8%af%d9%8a%d8%a7%d8%aa-%d8%a7%d9%84%d8%a3%d8%b7%d8%a8%d8%a7%d8%a1-%d9%88%d8%a7%d9%84%d9%85%d8%aa%d8%ae%d8%b5%d8%b5%d9%8a%d9%86/index.html	(from http://localhost/drch/)
18:58:31	87601/87601	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:58:18%20GMT	http://localhost/drch/2018/04/18/%d8%b9%d9%8a%d8%a7%d8%af%d9%87-%d8%a7%d9%84%d8%b1%d8%ad%d9%85%d9%87-%d8%af-%d8%ae%d8%a7%d9%84%d8%af-%d8%ad%d9%85%d8%af%d9%89-%d9%82%d9%88%d8%a7%d9%86%d9%8a%d9%86-%d8%a7%d9%84%d8%a7%d9%86%d8%ac/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/2018/04/18/%d8%b9%d9%8a%d8%a7%d8%af%d9%87-%d8%a7%d9%84%d8%b1%d8%ad%d9%85%d9%87-%d8%af-%d8%ae%d8%a7%d9%84%d8%af-%d8%ad%d9%85%d8%af%d9%89-%d9%82%d9%88%d8%a7%d9%86%d9%8a%d9%86-%d8%a7%d9%84%d8%a7%d9%86%d8%ac/index.html	(from http://localhost/drch/)
18:58:31	99696/99696	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:58:17%20GMT	http://localhost/drch/category/%d9%85%d8%aa%d8%ac%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d8%a8-%d9%88%d8%a7%d9%84%d8%a7%d8%b3%d8%b7%d9%88%d8%a7%d9%86%d8%a7%d8%aa/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/category/%d9%85%d8%aa%d8%ac%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d8%a8-%d9%88%d8%a7%d9%84%d8%a7%d8%b3%d8%b7%d9%88%d8%a7%d9%86%d8%a7%d8%aa/index.html	(from http://localhost/drch/)
18:58:32	14551/14551	---M--	200	added ('OK')	application/javascript	etag:%2238d7-56a608abfee4a%22	http://localhost/drch/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.0.1	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-content/plugins/contact-form-7/includes/js/scripts972f.js	(from http://localhost/drch/)
18:58:32	5599/5599	---M--	200	added ('OK')	application/javascript	etag:%2215df-56a72b19859a4%22	http://localhost/drch/wp-content/plugins/news-ticker-tj/js/breakingNews.js?ver=6.0.1	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-content/plugins/news-ticker-tj/js/breakingNews37ad.js	(from http://localhost/drch/)
18:58:32	1342/1342	---M--	200	added ('OK')	application/javascript	etag:%2253e-56a72b1986d2e%22	http://localhost/drch/wp-content/plugins/news-ticker-tj/js/custom.js?ver=6.0.2	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-content/plugins/news-ticker-tj/js/custom5b21.js	(from http://localhost/drch/)
18:58:32	1398/1398	---M--	200	added ('OK')	application/javascript	etag:%22576-541f65433e280%22	http://localhost/drch/wp-includes/js/wp-embed.min.js?ver=4.9.5	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/wp-includes/js/wp-embed.min55fe.js	(from http://localhost/drch/)
18:58:40	87637/87637	---MC-	200	added ('OK')	text/html	date:Sun,%2022%20Apr%202018%2016:58:30%20GMT	http://localhost/drch/2018/04/18/%d8%b9%d9%8a%d8%a7%d8%af%d8%a9-%d8%a7%d9%84%d8%b1%d8%ad%d9%85%d8%a9-%d8%a7%d9%84%d8%ac%d8%af%d9%8a%d8%af-%d9%81%d9%89-%d8%b9%d9%84%d8%a7%d8%ac-%d8%b9%d9%82%d9%85-%d8%a7%d9%84%d8%b1%d8%ac%d8%a7%d9%84/	C:/My%20Web%20Sites/DrEiliewa/localhost/drch/2018/04/18/%d8%b9%d9%8a%d8%a7%d8%af%d8%a9-%d8%a7%d9%84%d8%b1%d8%ad%d9%85%d8%a9-%d8%a7%d9%84%d8%ac%d8%af%d9%8a%d8%af-%d9%81%d9%89-%d8%b9%d9%84%d8%a7%d8%ac-%d8%b9%d9%82%d9%85-%d8%a7%d9%84%d8%b1%d8%ac%d8%a7%d9%84/index.html	(from http://localhost/drch/)
